class_index,review_text
2,The nicest thing that can be said about Stealing Harvard
4,Savvy director Robert J. Siegel and
1,of the self-esteem of employment and the shame of losing a job
4,-- and deeply appealing --
4,an emotionally satisfying exploration of the very human need
0,the German film industry can not make a delightful comedy centering on food
1,is too much of a plunge
4,make for some robust and scary entertainment
3,returns with a chase to end all chases
1,going through the paces again with his usual high melodramatic style of filmmaking
4,Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .
3,is quite a vision .
2,meet them halfway and connect the dots instead of having things all spelled out
0,on the number of tumbleweeds blowing through the empty theatres
0,unrewarding
2,vigorously
0,more depressing than entertaining
0,If I could have looked into my future and saw how bad this movie was
3,good camp
4,Ayres makes the right choices at every turn
4,on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye
3,listen to Marvin Gaye or the Supremes the same way again
2,for 170
1,inanities
2,like Hollywood Ending
1,gets over its own investment in conventional arrangements
0,a college comedy that 's target audience has n't graduated from junior high school
3,laughingly
0,so many flaws it would be easy for critics to shred it
2,Hallmark Hall
1,impassive a manner
4,intermittently powerful study
2,usual cliches
2,Time Out and
1,superficial midlife crisis
2,his own fear and paranoia
2,Your Neighbor 's Dog
2,the intentions
4,... spellbinding fun and deliciously exploitative .
1,ploddingly sociological commentary
3,a gloriously goofy way
4,deeply absorbing piece
2,explains way more about Cal
2,its jerky hand-held camera and documentary feel
2,the rage and alienation
4,is one film that 's truly deserving of its Oscar nomination .
0,worse stunt editing or cheaper action movie production values than in Extreme Ops
4,distinguished actor
1,loss
0,by labored writing and slack direction
4,is worth seeking
4,propels her into the upper echelons of the directing world
3,from one arresting image to another
1,makes even Elizabeth Hurley seem graceless and ugly .
1,every effort to disguise it as an unimaginative screenwriter 's invention
3,is somewhat entertaining
2,collaborators '
3,than anything that 's been done before
3,its characters and communicates something
3,other feel-good fiascos like Antwone Fisher or
3,quirkily appealing minor movie
1,I could have used my two hours better watching Being John Malkovich again .
3,clever scripting solutions
3,an appealing couple
1,check your brain at the door
3,there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .
0,disguise the fact that it 's inauthentic at its core and that its story just is n't worth telling
0,must have been astronomically bad
4,`` Simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .
2,purposeful
3,As giddy and whimsical and relevant today
3,unafraid to throw elbows when necessary
1,is they have a tendency to slip into hokum .
1,noir veil
4,an intense political and psychological thriller
1,The last three narcissists
2,life experiences
4,brilliant and
1,is n't the actor to save it .
3,of emotionally and narratively complex filmmaking
1,is as predictable as the tides
1,idiotic court maneuvers
2,may not always
0,The Master of Disguise is awful .
0,taken the protagonists a full hour
0,that with really poor comedic writing
3,In Auteil 's less dramatic but equally incisive performance
1,haphazard theatrical release
1,in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested
1,really has no place to go since Simone is not real
0,Completely awful Iranian drama
4,works on any number of levels
3,is tuned in to its community
4,are ... impeccable throughout
1,of their first full flush of testosterone
1,on the banality and hypocrisy of too much kid-vid
1,A bit too eager to please
2,skill or presence
4,Darkly funny and frequently insightful .
2,title-bout
4,you still have to see this !
3,An emotionally and spiritually compelling journey
3,got a place in your heart for Smokey Robinson
0,when a documentary fails to live up to -- or offer any new insight into -- its chosen topic
3,' and ` realistic '
4,Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .
2,bow-wow
4,manage to hit all of its marks
4,What a bewilderingly brilliant and entertaining
0,Pair that with really poor comedic writing ... and you 've got a huge mess
2,to question an ancient faith
4,that should please history fans
0,uncompelling
0,could have used my two hours better watching Being John Malkovich again .
2,Roger Mitchell
0,story which fails to rise above its disgusting source material
1,that fails to match the freshness of the actress-producer and writer
4,the first and last look at one of the most triumphant performances of Vanessa Redgrave 's career
4,solid acting and a neat premise
2,of man or
3,Wang at the forefront of China 's Sixth Generation of film makers
0,This pathetic junk is barely an hour long .
3,Performances are potent
4,that takes a stand in favor of tradition and warmth
1,could have been much stronger
4,that sucks you in and dares you not to believe it
2,that Besson has written in years
2,handbag-clutching Sarandon
3,empathy
1,unamusing
4,has the courage of its convictions and excellent performances on its side .
2,to a common goal
1,to the concession stand and\/or restroom
3,its empowerment
0,Excruciatingly unfunny
0,even while his characters are acting horribly
3,enthrall
1,comes with the laziness and arrogance of a thing that already knows it 's won .
2,of French cinema
0,manages to be even worse than its title
4,pleased
4,is Oscar-worthy .
4,of a handsome and well-made entertainment
2,expensive
4,a vastly improved Germanic version
1,in excess layers of hipness
4,The best Disney movie
4,euphoria
0,None of this is very original
3,walks a tricky tightrope between being wickedly funny and just plain wicked .
4,A zinger-filled crowd-pleaser that open-minded Elvis fans -LRB- but by no means all -RRB- will have fun with .
2,placing their parents in a coma-like state
1,exit sign
0,gets bogged down over 140 minutes .
3,with a company of strictly A-list players
1,wrong on both counts
4,vivid imagination
1,can seem tiresomely simpleminded
3,change watching such a character
1,sticks his mug in the window of the couple 's BMW and begins haranguing the wife in bad stage dialogue
4,powerful direction
1,the film 's nightmare versions of everyday sex-in-the-city misadventures
0,is about the worst thing Chan has done in the United States .
4,grand
4,set in the world of lingerie models and bar dancers in the Midwest that held my interest precisely because it did n't try to
2,forwards and back
2,monitor
2,named Kaos .
0,this filmmaker 's flailing reputation
1,realized the harsh reality of my situation
0,guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed
1,a low-budget movie in which inexperienced children play the two main characters
4,verve and fun
1,two-dimensional offerings
2,follows its standard formula
2,is never
3,the story has the sizzle of old news that has finally found the right vent -LRB- accurate ?
